state,department_name,address,phone,site
Alabama,Sardis City Police Department,"1335 Sardis Drive Sardis City, AL 35956",256-593-6492,NA
Alabama,Satsuma Police Department,"5668 Second Street Satsuma, AL 36572",251-675-0151,NA
Alabama,Scottsboro Police Department,"916 S Broad Street Scottsboro, AL 35768",256-574-4468,NA
Alabama,Section Police Department,,256-228-4210,NA
Alabama,Selma Police Department,"1300 Alabama Avenue Selma, AL 36702",334-874-6611,www.selma-al.gov
Alabama,Sheffield Police Department,"600 N Montgomery Avenue Sheffield, AL 35660",256-383-1771,NA
Alabama,Shelby County Sheriff's Office,,205-669-4181,NA
Alabama,Shorter Police Department,,334-727-9190,NA
Alabama,Silas Police Department,"368 1st Street Silas, AL 36919",251-542-9505,NA
Alabama,Silverhill Police Department,,251-945-5200,NA
Alabama,Sipsey Police Department,"3835 Sipsey Road Sipsey, AL 35584",205-648-8754,NA
Alabama,Skyline Police Department,"21638 Alabama Highway 79 Scottsboro, AL 35768",256-587-3335,NA
Alabama,Slocomb Police Department,"255 E Lawrence Harris Highway Slocomb, AL 36375",334-886-3333,NA
Alabama,Snead Police Department,,205-466-5900,NA
Alabama,Somerville Police Department,,256-778-8282,NA
Alabama,Southside Police Department,"2255 Highway 77 Southside, AL 35907",256-442-2255,www.cityofsouthside.com
Alabama,Spanish Fort Police Department,"7581 Spanish Fort Boulevard Spanish Fort, AL 36527",251-626-4914,NA
Alabama,Springville Police Department,,205-467-6133,NA
Alabama,St Clair County Sheriff's Office,"1610 Cogswell Avenue Pell City, AL 35125",205-594-3333,www.stclairco.com
Alabama,St Florian Police Department,"4508 County Road 47 Florence, AL 35634",256-766-6625,NA
Alabama,Steele Police Department,,256-538-8145,NA
Alabama,Stevenson Police Department,"104 Kentucky Avenue Stevenson, AL 35772",256-437-3005,NA
Alabama,Sulligent Police Department,,205-698-9111,NA
Alabama,Sumiton Police Department,,205-648-3261,NA
Alabama,Summerdale Police Department,"204 NW 1st Summerdale, AL 36580",251-989-6446,NA
Alabama,Sumter County Sheriff's Department,"118 Hospital Drive Livingston, AL 35470",205-652-7984,NA
Alabama,Susan Moore Police Department,"2745 Wilson Chapel Road Susan Moore, AL 35952",205-466-3481,NA
Alabama,Sylacauga Police Department,"301 N Broadway Sylacauga, AL 35150",256-245-4334,NA
Alabama,Sylvania Police Department,,256-638-2204,NA
Alabama,Talladega County Sheriff's Department,"501 W South Street Talladega, AL 35160",251-362-6117,NA
Alabama,Talladega Police Department,,256-362-4162,www.talladega.com
Alabama,Tallapoosa County Sheriff's Department,"316 Industrial Park Drive Dadeville, AL 36853",256-825-1030,NA
Alabama,Tallassee Police Department,"214 Barnett Boulevard Tallassee, AL 36078",334-283-6586,NA
Alabama,Tarrant Police Department,"2593 Commerce Circle Tarrant, AL 35217",205-849-2811,NA
Alabama,Taylor Police Department,"1469 S County Road 59 Taylor, AL 36301",334-677-5079,NA
Alabama,Thomaston Police Department,,334-627-3575,NA
Alabama,Thomasville Police Department,"137 Adams Avenue Thomasville, AL 36784",334-636-2174,NA
Alabama,Thorsby Police Department,,205-646-3555,NA
Alabama,Town Creek Police Department,,256-685-3200,NA
Alabama,Toxey Police Department,,251-843-5222,NA
Alabama,Trafford Police Department,"9239 E Commercial Avenue Trafford, AL 35172",205-647-4751,NA
Alabama,Triana Police Department,"640 6th Street Madison, AL 35756",256-772-0152,NA
Alabama,Trinity Police Department,"35 Preston Drive Trinity, AL 35673",256-353-2474,NA
Alabama,Troy Police Department,"300 E Elm Street Troy, AL 36081",334-566-0500,www.troypd.com
Alabama,Trussville Police Department,"131 Main Street Trussville, AL 35173",205-655-2101,NA
Alabama,Tuscaloosa County Sheriff's Office,"714 12 Greensboro Avenue Tuscaloosa, AL 35401",205-752-0616,www.tuscaloosaso.com
Alabama,Tuscaloosa Police Department,"3801 Mill Creek Avenue Tuscaloosa, AL 35401",205-349-2121,NA
Alabama,Tuscumbia Police Department,,256-383-3121,NA
Alabama,Tuskegee Police Department,"1106 Notasulga Highway Tuskegee, AL 36083",334-727-0200,NA
Alabama,UAB Police Department,"1530 3rd Avenue S Birmingham, AL 35294",205-934-4434,NA
Alabama,Union Springs Police Department,,334-738-3131,NA
Alabama,Uniontown Police Department,,334-628-4021,www.uniontownal.org
Alabama,University of Alabama Police Department,"800 Sorority Circle Tuscaloosa, AL 35487",205-348-5454,police.ua.edu
Alabama,University of Montevallo Police Department,,205-665-6155,NA
Alabama,University of North Alabama Police Department,"706 Waterloo Road Florence, AL 35632",256-765-4357,NA
Alabama,University of South Alabama Police Department,"307 University Boulevard N Mobile, AL 36688",251-460-6312,www.southalabama.edu
Alabama,University of West Alabama Police Department,,205-652-3682,www.uwa.edu
Alabama,Valley Head Police Department,,256-635-6814,NA
Alabama,Valley Police Department,,334-756-5200,NA
Alabama,Vance Police Department,"10902 Public Safety Drive Vance, AL 35490",205-553-8278,NA
Alabama,Vernon Police Department,"110 1st Street NW Vernon, AL 35592",205-695-7022,NA
Alabama,Vestavia Hills Police Department,"513 Montgomery Highway Vestavia Hills, AL 35216",205-823-1153,vestaviahillspolice.com
Alabama,Vincent Police Department,,205-672-2261,NA
Alabama,Wadley Police Department,,256-395-2261,NA
Alabama,Walker County Sheriff's Department,"2001 2nd Avenue Jasper, AL 35501",205-302-6464,NA
Alabama,Warrior Police Department,"215 Main Street Warrior, AL 35180",205-647-4508,NA
Alabama,Washington County Sheriff's Office,,251-847-2202,NA
Alabama,Weaver Police Department,,256-820-0530,NA
Alabama,Webb Police Department,,334-712-0389,NA
Alabama,Wedowee Police Department,"13 W Broad Street Wedowee, AL 36278",256-357-2121,NA
Alabama,West Blockton Police Department,,205-938-7842,NA
Alabama,Wetumpka Police Department,"203 E Charles Avenue Wetumpka, AL 36092",334-567-5321,www.cityofwetumpka.com
Alabama,White Hall Police Department,"625 Freedom Road Hayneville, AL 36040",334-875-5703,NA
Alabama,Wilcox County Sheriff's Department,"8 Water Street Camden, AL 36726",334-682-9115,NA
Alabama,Wilton Police Department,,205-665-2021,NA
Alabama,Winfield Police Department,,205-487-4333,www.winfieldcity.org
Alabama,Winston County Sheriff's Office,"11 Blake Drive Double Springs, AL 35553",205-489-2115,www.winstonsheriff.org
Alabama,Woodstock Police Department,,205-938-9790,NA
Alabama,Woodville Police Department,,256-776-2860,NA
Alabama,York Police Department,"1022 E 4th Avenue York, AL 36925",205-392-5261,NA
Alaska,Adak Police Department,,907-592-4500,NA
Alaska,Alakanuk Police Department,"Anderson Street 14 Alakanuk, AK 99554",907-238-3421,NA
Alaska,Alaska Department of Public Safety,"5700 E Tudor Road Anchorage, AK 99507",907-269-5511,www.dps.state.ak.us
Alaska,Alaska State Police,"5700 E Tudor Road Anchorage, AK 99507",907-269-5511,www.dps.state.ak.us
Alaska,Anchorage International Airport Police,,907-266-2459,dot.alaska.gov
Alaska,Anchorage Police Department,"4501 Elmore Road Anchorage, AK 99507",907-786-8500,NA
Alaska,Angoon Police Department,,907-788-3631,NA
Alaska,Bethel Police Department,"220 State Highway Bethel, AK 99559",907-543-3781,www.cityofbethel.org
Alaska,Bristol Bay Borough Police Department,,907-246-4222,www.bristolbayboroughak.us
Alaska,Cordova Police Department,,907-424-6100,NA
Alaska,Craig Police Department,"506 Second Street Craig, AK 99921",907-826-3330,www.craigpd.com
Alaska,Dillingham Police Department,"404 D Street Dillingham, AK 99576",907-842-5354,www.dillinghamak.us
Alaska,Fairbanks International Airport Police Department,"6450 Airport Way Fairbanks, AK 99709",907-474-2555,dot.alaska.gov
Alaska,Fairbanks Police Department,"911 Cushman Street Fairbanks, AK 99701",907-459-6500,NA
Alaska,Fort Yukon Police Department,,907-662-2311,NA
Alaska,Galena Police Department,,907-656-2177,NA
Alaska,Haines Borough Police Department,"215 Haines Highway Haines, AK 99827",907-766-2121,NA
Alaska,Homer Police Department,"4060 Heath Street Homer, AK 99603",907-235-3159,NA
Alaska,Hoonah Police Department,"379 Ravin Drive Hoonah, AK 99829",907-945-3655,NA
Alaska,Hooper Bay Police Department,,907-758-4615,NA
Alaska,Houston Police Department,"13878 W Armstrong Road Houston, AK 99694",907-892-6447,www.houstonak.com
Alaska,Juneau Police Department,"210 Admiral Way Juneau, AK 99801",907-586-2780,www.juneau.org
Alaska,Kake Police Department,,907-785-3393,NA
Alaska,Kenai Police Department,"107 S Willow Street Kenai, AK 99611",907-283-7879,NA
Alaska,Ketchikan Police Department,"361 Main Street Ketchikan, AK 99901",907-225-6631,www.city.ketchikan.ak.us
Alaska,King CovePolice Department,,907-497-2210,NA
Alaska,Klawock Police Department,,907-775-2777,NA
Alaska,Kodiak Police Department,"2160 Mill Bay Road Kodiak, AK 99615",907-486-8000,www.city.kodiak.ak.us
Alaska,Kotzebue Police Department,"258B Third Avenue Kotzebue, AK 99752",907-442-3351,kotzpdweb.tripod.com
Alaska,Metlakatla Police Department,,907-886-4011,NA
Alaska,Nome Police Department,"102 Bypass Road Nome, AK 99762",907-443-5262,www.nomealaska.org
Alaska,North Pole Police Department,"125 Snowman Lane North Pole, AK 99705",907-488-6902,NA
Alaska,North Slope Borough Police Department,,907-852-6111,www.co.north-slope.ak.us
Alaska,Palmer Police Department,"423 S Valley Way Palmer, AK 99645",907-745-4811,NA
Alaska,Petersburg Police Department,,907-772-3838,www.ci.petersburg.ak.us
Alaska,Pilot Station Police Department,,907-549-3213,NA
Alaska,Saint Mary's Police Department,,907-438-2911,NA
Alaska,Saint Paul Police Department,,907-546-3130,NA
Alaska,Sand Point Police Department,,907-383-3700,NA
Alaska,Seldovia Police Department,,907-234-7640,NA
Alaska,Seward Police Department,"410 Adams Street Seward, AK 99664",907-224-3338,www.cityofseward.us
Alaska,Sitka Police Department,"304 Lake Street Sitka, AK 99835",907-747-3245,sitkapd.com
Alaska,Skagway Police Department,,907-983-2232,www.skagwaypolice.org
Alaska,Soldotna Police Department,"44510 Sterling Highway Soldotna, AK 99669",907-262-4455,NA
Alaska,Togiak Police Department,,907-493-5212,NA
Alaska,Unalaska Police Department,,907-581-1233,NA
Alaska,University of Alaska Anchorage Police Department,"3211 Providence Drive Anchorage, AK 99508",907-786-1120,edit.uaa.alaska.edu
Alaska,University of Alaska Fairbanks Police Department,,907-474-6200,www.uaf.edu
Alaska,Valdez Police Department,"212 Chenega Avenue Valdez, AK 99686",907-835-4560,NA
Alaska,Wasilla Police Department,"1800 E Parks Highway Wasilla, AK 99654",907-352-5401,NA
Alaska,Whittier Police Department,,907-472-2340,NA
Alaska,Wrangell Police Department,,907-874-3304,NA
Alaska,Yakutat Police Department,,907-784-3206,NA
Arizona,Ak-Chin Police Department,"42507 West Peters  Nall Road Maricopa, AZ 85138",520-568-1200,NA
Arizona,Apache County Sheriff's Office,"370 South Washington St Johns, AZ 85936",928-337-4321,www.co.apache.az.us
Arizona,Apache Junction Police Department,"1001 N Idaho Road Apache Junction, AZ 85119",480-982-8260,www.ajcity.net
Arizona,Arizona Department of Public Safety,,602-223-2000,www.azdps.gov
Arizona,Arizona Rangers,"5100 W Ina Road Tucson, AZ 85743",520-661-3668,www.azrangers.org
Arizona,Arizona State Univeristy Police Department,"325 E Apache Boulevard Tempe, AZ 85287",480-965-3456,NA
Arizona,Avondale Police Department,"11485 W Civic Center Drive Avondale, AZ 85323",623-333-7001,www.ci.avondale.az.us
Arizona,Benson Police Department,"360 S Gila Street Benson, AZ 85602",520-586-2211,www.cityofbenson.com
Arizona,Bisbee Police Department,"35 Highway 92 Bisbee, AZ 85603",520-432-2261,NA
Arizona,Buckeye Police Department,"100 N Apache Buckeye, AZ 85326",623-349-6400,NA
Arizona,Bullhead City Police Department,"1255 Marina Boulevard Bullhead City, AZ 86442",928-763-9200,NA
Arizona,Camp Verde Marshal's Office,"646 South First Street Camp Verde, AZ 86322",928-567-6621,www.campverde.az.gov
Arizona,Carefree Town Marshal's Office,"37622 N Cave Creek Road Carefree, AZ 85377",480-488-3686,NA
Arizona,Casa Grande Police Department,"373 East Val Vista Boulevard Casa Grande, AZ 85122",520-421-8700,www.casagrandeaz.gov
Arizona,Chandler Police Department,"250 E Chicago Street Chandler, AZ 85225",480-782-4000,www.chandlerpd.com
Arizona,Chino Valley Police Department,"1020 Palomino Road Chino Valley, AZ 86323",928-636-4223,www.cvpolice.com
Arizona,Clarkdale Police Department,"49 N 9th Street Clarkdale, AZ 86324",928-649-7700,NA
Arizona,Clifton Police Department,,928-865-4145,NA
Arizona,Cochise County Sheriff's Office,"205 N Judd Drive Bisbee, AZ 85603",520-432-9505,NA
Arizona,Coconino County Sheriff's Office,"911 E Sawmill Road Flagstaff, AZ 86001",928-774-4523,NA
Arizona,Colorado River IndianTribes Police Department,"26600 Mohave Road Parker, AZ 85344",928-669-1277,NA
Arizona,Coolidge Police Department,"911 S Arizona Boulevard Coolidge, AZ 85228",520-723-5311,www.coolidgeaz.com
Arizona,Cottonwood Police Department,"199 S 6th Street Cottonwood, AZ 86326",928-634-4246,www.ci.cottonwood.az.us
Arizona,Douglas Police Department,"300 East 14th Street Douglas, AZ 85607",520-364-8422,NA
Arizona,Eagar Police Department,"174 S Main Street Eagar, AZ 85925",928-333-1674,www.eagaraz.gov
Arizona,El Mirage Police Department,"14405 Palm Street El Mirage, AZ 85335",623-433-9500,az-elmirage2.civicplus.com
Arizona,Eloy Police Department,"630 N Main Street Eloy, AZ 85131",520-466-7324,NA
Arizona,Flagstaff Police Department,"911 E Sawmill Road Flagstaff, AZ 86001",928-779-3646,www.flagstaff.az.gov
Arizona,Florence Police Department,"425 N Pinal Street Florence, AZ 85232",520-868-7681,www.florenceaz.gov
Arizona,Fredonia Marshal's Department,"25 North Main Street Fredonia, AZ 86022",928-643-7513,www.fredoniaaz.net
Arizona,Gila County Sheriff's Office,"1100 South Street Globe, AZ 85502",928-425-4449,www.gilacountyaz.gov
Arizona,Gila River Indian Community Police Department,,520-562-7106,www.gilariver.org
Arizona,Gilbert Police Department,"75 E Civic Center Drive Gilbert, AZ 85296",480-503-6500,NA
Arizona,Glendale Police Department,"6835 N 57th Drive Glendale, AZ 85301",623-930-3000,www.glendaleaz.com
Arizona,Globe Police Department,"175 N Pine Street Globe, AZ 85501",928-425-5751,www.globeaz.gov
Arizona,Goodyear Police Department,"175 N 145th Avenue Goodyear, AZ 85338",623-932-1220,NA
Arizona,Graham County Sheriff's Office,"523 10th Avenue Safford, AZ 85546",928-428-3141,NA
Arizona,Greenlee County Sheriff's Office,"824 S Coronado Boulevard Clifton, AZ 85533",928-865-4149,www.co.greenlee.az.us
Arizona,Hayden Police Department,"601 Hayden Avenue Hayden, AZ 85235",520-356-6205,NA
Arizona,Holbrook Police Department,,928-524-3991,www.ci.holbrook.az.us
Arizona,Huachuca City Police Department,"505 N Gonzales Boulevard Huachuca City, AZ 85616",520-456-1353,NA
Arizona,Hualapai Police Department,"924 Rodeo Way Peach Springs, AZ 86434",928-769-1024,NA
Arizona,Jerome Police Department,"305 Main Street Jerome, AZ 86331",928-634-8992,www.jeromepd.org
Arizona,Kearny Police Department,"355 Alden Road Kearny, AZ 85237",520-363-5566,www.townofkearny.com
Arizona,Kingman Police Department,"2730 E Andy Devine Avenue Kingman, AZ 86401",928-753-2191,police.cityofkingman.gov
Arizona,La Paz County Sheriff's Department,"1109 Arizona Street Parker, AZ 85344",928-669-6141,www.lapazsheriff.org
Arizona,Lake Havasu City Police Department,"2360 McCulloch Boulevard N Lake Havasu City, AZ 86403",928-855-4111,NA
Arizona,Mammoth Police Department,,520-487-2248,NA
Arizona,Marana Police Department,"11555 W Civic Center Drive Marana, AZ 85653",520-382-2000,NA
Arizona,Maricopa County Sheriff's Office,"100 W Washington Phoenix, AZ 85003",602-876-1000,www.mcso.org
Arizona,Maricopa Police Department,"45147 West Madison Avenue Maricopa, AZ 85139",520-568-3673,www.maricopa-az.gov
Arizona,Mesa Police Department,"130 N Robson Mesa, AZ 85201",480-644-2211,NA
Arizona,Miami Police Department,"500 Sullivan Street Miami, AZ 85539",928-473-2466,NA
Arizona,Mohave County Sheriff's Office,"600 W Beale Street Kingman, AZ 86402",928-753-0753,NA
Arizona,Navajo County Sheriff's Office,,928-524-4785,NA
Arizona,Navajo Police Department,,928-871-6363,navajodps.org
Arizona,Nogales Police Department,"777 N Grand Avenue Nogales, AZ 85621",520-287-9111,NA
Arizona,Northern Arizona University Police Department,,928-523-3611,www4.nau.edu
Arizona,Oro Valley Police Department,"11000 N La Caada Oro Valley, AZ 85737",520-229-4900,NA
Arizona,Page Police Department,"808 Coppermine Road Page, AZ 86040",928-645-4355,NA
Arizona,Paradise Valley Police Department,"6433 E Lincoln Drive Paradise Valley, AZ 85253",480-948-7418,NA
